Day,P,T,Site
2016-09-09,0.0,8.7292,TonyGrove
2016-09-10,0.0,9.9818,TonyGrove
2016-09-11,0.0,13.5019,TonyGrove
2016-09-12,1.7412,10.1155,TonyGrove
2016-09-13,10.4639,9.7999,TonyGrove
2016-09-14,9.4677,5.8379,TonyGrove
2016-09-15,0.8719,5.4797,TonyGrove
2016-09-16,0.0,7.0937,TonyGrove
2016-09-17,0.1157,8.49,TonyGrove
2016-09-18,0.0,13.04,TonyGrove
2016-09-19,0.0,14.1124,TonyGrove
2016-09-20,0.0,14.9512,TonyGrove
2016-09-21,12.7532,12.362,TonyGrove
2016-09-22,24.8435,8.2527,TonyGrove
2016-09-23,24.8765,1.6025,TonyGrove
2016-09-24,12.3972,2.8396,TonyGrove
2016-09-25,0.7214,5.8358,TonyGrove
2016-09-26,0.0,10.2379,TonyGrove
2016-09-27,0.0,11.8101,TonyGrove
2016-09-28,0.4483,13.2637,TonyGrove
2016-09-29,0.7478,10.9603,TonyGrove
2016-09-30,0.2192,10.8139,TonyGrove
2016-10-01,3.6349,10.3346,TonyGrove
2016-10-02,1.6395,9.3812,TonyGrove
2016-10-03,5.079,2.4793,TonyGrove
2016-10-04,0.3175,1.4968,TonyGrove
2016-10-05,1.4613,0.687,TonyGrove
2016-10-06,1.7732,0.5246,TonyGrove
2016-10-07,0.0,2.8904,TonyGrove
2016-10-08,0.1301,7.5087,TonyGrove
2016-10-09,0.0,8.2079,TonyGrove
2016-10-10,0.0,9.3229,TonyGrove
2016-10-11,0.0,4.5999,TonyGrove
2016-10-12,0.766,3.5676,TonyGrove
2016-10-13,0.1946,6.5984,TonyGrove
2016-10-14,8.6445,7.5955,TonyGrove
2016-10-15,26.6704,6.9897,TonyGrove
2016-10-16,51.4227,3.9285,TonyGrove
2016-10-17,30.3294,-1.6016,TonyGrove
2016-10-18,7.6983,-0.3956,TonyGrove
2016-10-19,0.3636,-1.4838,TonyGrove
2016-10-20,1.3728,0.0484,TonyGrove
2016-10-21,0.0,4.3797,TonyGrove
2016-10-22,0.0,6.8175,TonyGrove
2016-10-23,0.0,7.1048,TonyGrove
2016-10-24,3.6096,5.8198,TonyGrove
2016-10-25,2.1035,5.7274,TonyGrove
2016-10-26,0.1931,7.3457,TonyGrove
2016-10-27,0.5442,9.324,TonyGrove
2016-10-28,11.9981,7.9042,TonyGrove
2016-10-29,2.1364,6.5946,TonyGrove
2016-10-30,13.3451,6.0116,TonyGrove
2016-10-31,5.4482,1.0066,TonyGrove
2016-11-01,4.5613,0.0054,TonyGrove
2016-11-02,0.2056,0.978,TonyGrove
2016-11-03,0.4467,4.865,TonyGrove
2016-11-04,0.0,6.6683,TonyGrove
2016-11-05,0.0,7.1077,TonyGrove
2016-11-06,0.0,5.6685,TonyGrove
2016-11-07,0.3334,5.723,TonyGrove
2016-11-08,0.0,7.3728,TonyGrove
2016-11-09,0.0,8.0932,TonyGrove
2016-11-10,0.0,7.5363,TonyGrove
2016-11-11,0.0,7.2502,TonyGrove
2016-11-12,0.0,5.8216,TonyGrove
2016-11-13,0.0,4.3495,TonyGrove
2016-11-14,0.0,5.8302,TonyGrove
2016-11-15,0.0,8.2027,TonyGrove
2016-11-16,0.0,1.0311,TonyGrove
2016-11-17,6.0943,-7.773,TonyGrove
2016-11-18,0.0,-6.2791,TonyGrove
2016-11-19,0.0,1.1897,TonyGrove
2016-11-20,0.5581,5.0934,TonyGrove
2016-11-21,11.9171,0.1795,TonyGrove
2016-11-22,0.0,-2.8563,TonyGrove
2016-11-23,7.3359,-2.9271,TonyGrove
2016-11-24,0.2056,-5.2824,TonyGrove
2016-11-25,0.0,-2.1757,TonyGrove
2016-11-26,3.0101,0.3027,TonyGrove
2016-11-27,18.1048,-4.2453,TonyGrove
2016-11-28,20.9175,-6.2183,TonyGrove
2016-11-29,0.0,-8.4333,TonyGrove
2016-11-30,0.0,-8.2674,TonyGrove
2016-12-01,0.0,-8.4992,TonyGrove
2016-12-02,0.0,-9.1479,TonyGrove
2016-12-03,3.7562,-9.3619,TonyGrove
2016-12-04,4.8135,-4.2827,TonyGrove
2016-12-05,0.6011,-11.6502,TonyGrove
2016-12-06,0.0242,-14.5751,TonyGrove
2016-12-07,0.0155,-15.394,TonyGrove
2016-12-08,13.9374,-11.782,TonyGrove
2016-12-09,26.9743,-1.902,TonyGrove
2016-12-10,43.6815,-1.714,TonyGrove
2016-12-11,8.1995,-5.5158,TonyGrove
2016-12-12,0.0,-7.9404,TonyGrove
2016-12-13,0.0,-8.488,TonyGrove
2016-12-14,17.9004,-2.6505,TonyGrove
2016-12-15,16.3737,1.5791,TonyGrove
2016-12-16,46.6532,-6.1777,TonyGrove
2016-12-17,0.0,-15.7584,TonyGrove
2016-12-18,0.0,-16.8205,TonyGrove
2016-12-19,6.1388,-11.6415,TonyGrove
2016-12-20,0.5945,-2.9246,TonyGrove
2016-12-21,0.0,-7.089,TonyGrove
2016-12-22,0.0,-6.5783,TonyGrove
2016-12-23,3.1404,-5.7689,TonyGrove
2016-12-24,13.1233,-2.8319,TonyGrove
2016-12-25,11.3205,-8.5058,TonyGrove
2016-12-26,0.0,-12.8419,TonyGrove
2016-12-27,5.7036,-10.8364,TonyGrove
2016-12-28,0.8862,-9.7741,TonyGrove
2016-12-29,0.0,-6.7925,TonyGrove
2016-12-30,0.0,-4.695,TonyGrove
2016-12-31,2.6974,-7.8014,TonyGrove
2017-01-01,10.206,-9.5212,TonyGrove
2017-01-02,0.4697,-12.0457,TonyGrove
2017-01-03,9.8165,-11.1385,TonyGrove
2017-01-04,43.0107,-8.9236,TonyGrove
2017-01-05,0.0,-18.7246,TonyGrove
2017-01-06,0.0,-16.7672,TonyGrove
2017-01-07,9.1884,-11.4057,TonyGrove
2017-01-08,19.3774,-1.5071,TonyGrove
2017-01-09,46.6445,-2.7592,TonyGrove
2017-01-10,42.5084,-4.8538,TonyGrove
2017-01-11,45.4549,-6.3354,TonyGrove
2017-01-12,1.6971,-8.4419,TonyGrove
2017-01-13,0.0,-6.7336,TonyGrove
2017-01-14,0.0,-5.0972,TonyGrove
2017-01-15,0.0,-6.9915,TonyGrove
2017-01-16,0.0,-7.7965,TonyGrove
2017-01-17,0.0,-6.0288,TonyGrove
2017-01-18,0.0,-3.7401,TonyGrove
2017-01-19,3.1853,-4.4348,TonyGrove
2017-01-20,1.7216,-5.6822,TonyGrove
2017-01-21,9.3943,-5.9585,TonyGrove
2017-01-22,12.8518,-7.5992,TonyGrove
2017-01-23,27.6308,-5.5535,TonyGrove
2017-01-24,8.8663,-9.0002,TonyGrove
2017-01-25,1.5582,-9.874,TonyGrove
2017-01-26,1.3528,-12.4146,TonyGrove
2017-01-27,0.0,-12.5738,TonyGrove
2017-01-28,0.1658,-9.7021,TonyGrove
2017-01-29,0.0,-2.2529,TonyGrove
2017-01-30,0.0,-2.9216,TonyGrove
2017-01-31,0.0,-2.2325,TonyGrove
2017-02-01,0.0,-0.9555,TonyGrove
2017-02-02,5.4074,-3.2557,TonyGrove
2017-02-03,8.6455,-0.1143,TonyGrove
2017-02-04,7.8148,-0.7661,TonyGrove
2017-02-05,1.585,0.3563,TonyGrove
2017-02-06,24.0789,-0.4063,TonyGrove
2017-02-07,37.4793,-0.7434,TonyGrove
2017-02-08,23.4467,0.8817,TonyGrove
2017-02-09,16.5824,4.5818,TonyGrove
2017-02-10,31.0298,0.7378,TonyGrove
2017-02-11,10.3218,-5.189,TonyGrove
2017-02-12,0.0,-3.8511,TonyGrove
2017-02-13,0.0,-1.6388,TonyGrove
2017-02-14,0.0,-0.5624,TonyGrove
2017-02-15,0.0,1.2311,TonyGrove
2017-02-16,1.2595,1.8796,TonyGrove
2017-02-17,6.5827,-0.6712,TonyGrove
2017-02-18,5.5693,1.3474,TonyGrove
2017-02-19,19.2517,-0.6075,TonyGrove
2017-02-20,17.4477,-0.5325,TonyGrove
2017-02-21,18.1557,-0.3631,TonyGrove
2017-02-22,12.1139,-4.3867,TonyGrove
2017-02-23,6.7599,-7.7706,TonyGrove
2017-02-24,4.7773,-11.7014,TonyGrove
2017-02-25,6.8733,-11.9508,TonyGrove
2017-02-26,0.0996,-10.5187,TonyGrove
2017-02-27,23.5997,-10.2276,TonyGrove
2017-02-28,2.1799,-12.1843,TonyGrove
2017-03-01,0.0,-6.2602,TonyGrove
2017-03-02,0.0,-4.3949,TonyGrove
2017-03-03,0.0,-0.6178,TonyGrove
2017-03-04,0.0,1.93,TonyGrove
2017-03-05,29.7197,-2.4423,TonyGrove
2017-03-06,25.9051,-9.7829,TonyGrove
2017-03-07,0.0,-5.4728,TonyGrove
2017-03-08,0.0,-0.1202,TonyGrove
2017-03-09,0.0,3.2293,TonyGrove
2017-03-10,0.0,2.9282,TonyGrove
2017-03-11,0.0,1.8459,TonyGrove
2017-03-12,0.0,1.2053,TonyGrove
2017-03-13,0.0,2.7749,TonyGrove
2017-03-14,0.0,6.8524,TonyGrove
2017-03-15,0.0,7.3951,TonyGrove
2017-03-16,0.0,5.3575,TonyGrove
2017-03-17,1.8505,6.1401,TonyGrove
2017-03-18,0.0,8.6818,TonyGrove
2017-03-19,0.0,7.0944,TonyGrove
2017-03-20,0.0,7.4487,TonyGrove
2017-03-21,16.049,8.0193,TonyGrove
2017-03-22,28.1043,4.8604,TonyGrove
2017-03-23,14.3281,-0.6521,TonyGrove
2017-03-24,1.0053,1.1083,TonyGrove
2017-03-25,12.4712,-1.2845,TonyGrove
2017-03-26,0.4454,-0.8439,TonyGrove
2017-03-27,14.1945,0.127,TonyGrove
2017-03-28,1.2319,0.3691,TonyGrove
2017-03-29,0.0062,1.4055,TonyGrove
2017-03-30,14.4378,2.4346,TonyGrove
2017-03-31,10.4836,2.1971,TonyGrove
2017-04-01,0.0,3.96,TonyGrove
2017-04-02,5.5171,-0.3001,TonyGrove
2017-04-03,0.3315,-2.8611,TonyGrove
2017-04-04,0.0,-3.1666,TonyGrove
2017-04-05,0.0,-0.4289,TonyGrove
2017-04-06,0.0,6.0227,TonyGrove
2017-04-07,3.4393,5.3399,TonyGrove
2017-04-08,38.4962,0.4467,TonyGrove
2017-04-09,4.8524,-3.6507,TonyGrove
2017-04-10,0.0,-2.2021,TonyGrove
2017-04-11,0.0,2.1335,TonyGrove
2017-04-12,8.9846,6.7674,TonyGrove
2017-04-13,0.0049,7.0083,TonyGrove
2017-04-14,0.0,-1.2545,TonyGrove
2017-04-15,0.0,-1.9645,TonyGrove
2017-04-16,0.0,4.4547,TonyGrove
2017-04-17,0.0,5.2905,TonyGrove
2017-04-18,14.9058,4.5327,TonyGrove
2017-04-19,1.4287,2.9141,TonyGrove
2017-04-20,10.3155,2.2577,TonyGrove
2017-04-21,1.8713,0.1045,TonyGrove
2017-04-22,0.0,2.5672,TonyGrove
2017-04-23,0.1301,5.9246,TonyGrove
2017-04-24,20.8549,0.7354,TonyGrove
2017-04-25,6.1738,1.2275,TonyGrove
2017-04-26,14.1347,2.1822,TonyGrove
2017-04-27,12.6998,-2.4828,TonyGrove
2017-04-28,8.5067,-3.5168,TonyGrove
2017-04-29,0.0,-0.4436,TonyGrove
2017-04-30,0.0,1.2581,TonyGrove
2017-05-01,0.8218,4.3529,TonyGrove
2017-05-02,1.109,4.1658,TonyGrove
2017-05-03,0.0,5.9177,TonyGrove
2017-05-04,0.0,10.1404,TonyGrove
2017-05-05,0.0,12.8381,TonyGrove
2017-05-06,0.1834,12.011,TonyGrove
2017-05-07,0.0,10.0966,TonyGrove
2017-05-08,0.0,8.4797,TonyGrove
2017-05-09,0.0,8.7563,TonyGrove
2017-05-10,0.0,8.5239,TonyGrove
2017-05-11,0.0,10.6962,TonyGrove
2017-05-12,0.0,9.7234,TonyGrove
2017-05-13,0.0,1.6667,TonyGrove
2017-05-14,0.0,4.1477,TonyGrove
2017-05-15,0.0,6.3339,TonyGrove
2017-05-16,8.2311,4.5394,TonyGrove
2017-05-17,10.0273,-2.5099,TonyGrove
2017-05-18,7.1497,-2.7139,TonyGrove
2017-05-19,0.4883,1.0729,TonyGrove
2017-05-20,0.0,5.4919,TonyGrove
2017-05-21,1.4683,7.0541,TonyGrove
2017-05-22,0.2858,7.8602,TonyGrove
2017-05-23,0.0,9.9207,TonyGrove
2017-05-24,0.3742,9.8368,TonyGrove
2017-05-25,1.5803,5.1377,TonyGrove
2017-05-26,0.007,4.4445,TonyGrove
2017-05-27,0.0,5.3854,TonyGrove
2017-05-28,0.0,8.78,TonyGrove
2017-05-29,0.0,10.598,TonyGrove
2017-05-30,0.0,12.096,TonyGrove
2017-05-31,0.0,14.0398,TonyGrove
2017-06-01,0.0058,11.8713,TonyGrove
2017-06-02,0.0,9.7837,TonyGrove
2017-06-03,0.0,12.6823,TonyGrove
2017-06-04,0.0,16.0129,TonyGrove
2017-06-05,0.0,13.5273,TonyGrove
2017-06-06,0.0,14.6315,TonyGrove
2017-06-07,0.0,15.8979,TonyGrove
2017-06-08,0.0,14.7216,TonyGrove
2017-06-09,0.0,10.8321,TonyGrove
2017-06-10,0.0,8.295,TonyGrove
2017-06-11,0.0074,10.6925,TonyGrove
2017-06-12,9.9897,7.0992,TonyGrove
2017-06-13,20.5342,2.8563,TonyGrove
2017-06-14,0.0,7.4389,TonyGrove
2017-06-15,0.0,10.9093,TonyGrove
2017-06-16,0.9859,12.9716,TonyGrove
2017-06-17,0.0,10.4748,TonyGrove
2017-06-18,0.0,11.2072,TonyGrove
2017-06-19,0.0,15.1307,TonyGrove
2017-06-20,0.0,17.5997,TonyGrove
2017-06-21,0.0,16.9554,TonyGrove
2017-06-22,0.5749,12.7715,TonyGrove
2017-06-23,0.0,11.8643,TonyGrove
2017-06-24,0.0,12.8684,TonyGrove
2017-06-25,0.0,14.7869,TonyGrove
2017-06-26,0.0,16.8784,TonyGrove
2017-06-27,0.0,13.5497,TonyGrove
2017-06-28,0.0135,12.7077,TonyGrove
2017-06-29,0.0,10.7555,TonyGrove
2017-06-30,0.4132,10.7035,TonyGrove
2017-07-01,0.0,13.6815,TonyGrove
2017-07-02,0.0,17.1262,TonyGrove
2017-07-03,0.0,17.1451,TonyGrove
2017-07-04,0.0,18.271,TonyGrove
2017-07-05,0.0,19.8346,TonyGrove
2017-07-06,0.0,19.4419,TonyGrove
2017-07-07,0.0,19.3524,TonyGrove
2017-07-08,0.0058,18.6142,TonyGrove
2017-07-09,0.0,18.822,TonyGrove
2017-07-10,0.0,17.319,TonyGrove
2017-07-11,0.0,17.1058,TonyGrove
2017-07-12,0.0,16.8629,TonyGrove
2017-07-13,0.0,18.1513,TonyGrove
2017-07-14,2.747,18.2734,TonyGrove
2017-07-15,0.0,18.9599,TonyGrove
2017-07-16,0.0,18.4099,TonyGrove
2017-07-17,0.5921,17.08,TonyGrove
2017-07-18,0.0,18.1413,TonyGrove
2017-07-19,0.0,18.8169,TonyGrove
2017-07-20,0.0282,18.5685,TonyGrove
2017-07-21,0.0,17.4978,TonyGrove
2017-07-22,0.0,17.8938,TonyGrove
2017-07-23,0.0038,17.3848,TonyGrove
2017-07-24,0.0,18.4687,TonyGrove
2017-07-25,1.4057,14.1437,TonyGrove
2017-07-26,4.7295,14.9063,TonyGrove
2017-07-27,0.0734,15.0929,TonyGrove
2017-07-28,0.0,15.3906,TonyGrove
2017-07-29,0.0,16.3269,TonyGrove
2017-07-30,0.0,17.0494,TonyGrove
2017-07-31,0.0,18.1665,TonyGrove
2017-08-01,0.0,18.8692,TonyGrove
2017-08-02,0.0,18.6839,TonyGrove
2017-08-03,0.0,17.5674,TonyGrove
2017-08-04,0.0,17.5556,TonyGrove
2017-08-05,0.0,15.9455,TonyGrove
2017-08-06,0.1542,14.7463,TonyGrove
2017-08-07,1.659,14.1892,TonyGrove
2017-08-08,1.64,13.0001,TonyGrove
2017-08-09,1.0539,13.8375,TonyGrove
2017-08-10,0.0,13.102,TonyGrove
2017-08-11,0.3542,15.3292,TonyGrove
2017-08-12,0.0655,15.8786,TonyGrove
2017-08-13,2.9643,15.1618,TonyGrove
2017-08-14,1.3626,12.423,TonyGrove
2017-08-15,0.3237,11.6665,TonyGrove
2017-08-16,0.1889,12.8685,TonyGrove
2017-08-17,0.0,14.427,TonyGrove
2017-08-18,0.0,14.9038,TonyGrove
2017-08-19,0.0,15.8766,TonyGrove
2017-08-20,0.0,16.2256,TonyGrove
2017-08-21,0.0,16.2013,TonyGrove
2017-08-22,0.0,16.4487,TonyGrove
2017-08-23,2.419,14.293,TonyGrove
2017-08-24,0.2882,14.3332,TonyGrove
2017-08-25,0.1375,16.1446,TonyGrove
2017-08-26,0.0,17.7295,TonyGrove
2017-08-27,0.0,17.6736,TonyGrove
2017-08-28,0.0,18.3701,TonyGrove
2017-08-29,0.0,19.2943,TonyGrove
2017-08-30,0.0298,16.7038,TonyGrove
2017-08-31,0.0,14.5469,TonyGrove
2017-09-01,0.0,15.6993,TonyGrove
2017-09-02,0.0,17.7972,TonyGrove
2017-09-03,0.0,19.2429,TonyGrove
2017-09-04,0.0,19.2528,TonyGrove
2017-09-05,0.0,16.3618,TonyGrove
2017-09-06,0.0,16.986,TonyGrove
2017-09-07,0.0,17.002,TonyGrove
2017-09-08,0.1643,17.1901,TonyGrove
2017-09-09,0.0117,14.7127,TonyGrove
2017-09-10,0.0,14.0898,TonyGrove
2017-09-11,0.0,16.2579,TonyGrove
2017-09-12,0.0,16.8031,TonyGrove
2017-09-13,0.4398,14.5689,TonyGrove
2017-09-14,4.1539,11.195,TonyGrove
2017-09-15,4.1729,3.3226,TonyGrove
2017-09-16,1.3226,3.5967,TonyGrove
2017-09-17,0.0,6.7432,TonyGrove
2017-09-18,11.8711,9.9613,TonyGrove
2017-09-19,21.1732,1.6434,TonyGrove
2017-09-20,0.645,3.8409,TonyGrove
2017-09-21,2.6193,2.9755,TonyGrove
2017-09-22,0.0244,0.824,TonyGrove
2017-09-23,7.1039,0.9888,TonyGrove
2017-09-24,15.7119,1.0523,TonyGrove
2017-09-25,0.5513,2.0266,TonyGrove
2017-09-26,0.0,2.6517,TonyGrove
2017-09-27,0.1229,5.0408,TonyGrove
2017-09-28,0.0244,6.0403,TonyGrove
2017-09-29,0.3159,7.1677,TonyGrove
2017-09-30,9.3413,3.5542,TonyGrove
2017-10-01,2.3294,-0.216,TonyGrove
2017-10-02,5.016,-1.9944,TonyGrove
2017-10-03,0.3564,-0.472,TonyGrove
2017-10-04,3.5528,1.5447,TonyGrove
2017-10-05,0.0,3.9045,TonyGrove
2017-10-06,0.0,2.3787,TonyGrove
2017-10-07,0.1156,6.5083,TonyGrove
2017-10-08,1.6562,-0.3639,TonyGrove
2017-10-09,0.0,-0.5616,TonyGrove
2017-10-10,0.0,3.4927,TonyGrove
2017-10-11,0.0,5.6931,TonyGrove
2017-10-12,0.0244,0.2488,TonyGrove
2017-10-13,0.0,0.8458,TonyGrove
2017-10-14,4.6084,-3.4158,TonyGrove
2017-10-15,0.0,1.8858,TonyGrove
2017-10-16,0.0,6.4246,TonyGrove
2017-10-17,0.0,7.9389,TonyGrove
2017-10-18,0.0,7.164,TonyGrove
2017-10-19,0.7386,8.3065,TonyGrove
2017-10-20,2.692,2.5955,TonyGrove
2017-10-21,0.1168,-1.826,TonyGrove
2017-10-22,0.0,3.6972,TonyGrove
2017-10-23,0.3394,3.6451,TonyGrove
2017-10-24,0.1156,5.3659,TonyGrove
2017-10-25,0.0,7.1552,TonyGrove
2017-10-26,0.0,3.2221,TonyGrove
2017-10-27,0.0,2.9067,TonyGrove
2017-10-28,0.0,5.7051,TonyGrove
2017-10-29,0.0,5.7148,TonyGrove
2017-10-30,0.0,-1.7393,TonyGrove
2017-10-31,0.0,-0.2719,TonyGrove
2017-11-01,0.0062,4.205,TonyGrove
2017-11-02,0.0,5.2646,TonyGrove
2017-11-03,23.1742,2.8053,TonyGrove
2017-11-04,42.3061,-0.8461,TonyGrove
2017-11-05,15.4316,-2.2764,TonyGrove
2017-11-06,2.1967,-3.323,TonyGrove
2017-11-07,0.0,-5.8797,TonyGrove
2017-11-08,0.0789,-4.6926,TonyGrove
2017-11-09,0.4702,1.0463,TonyGrove
2017-11-10,0.0,0.7299,TonyGrove
2017-11-11,0.0,-1.5436,TonyGrove
2017-11-12,0.0,0.634,TonyGrove
2017-11-13,0.0,3.0866,TonyGrove
2017-11-14,0.0,-0.6246,TonyGrove
2017-11-15,0.0,1.3903,TonyGrove
2017-11-16,42.7913,3.3963,TonyGrove
2017-11-17,46.2417,-4.5145,TonyGrove
2017-11-18,0.0,-6.4278,TonyGrove
2017-11-19,0.0,-4.0671,TonyGrove
2017-11-20,0.1578,-0.4907,TonyGrove
2017-11-21,0.0,3.1151,TonyGrove
2017-11-22,0.0408,6.0124,TonyGrove
2017-11-23,0.0,6.0695,TonyGrove
2017-11-24,0.0039,3.276,TonyGrove
2017-11-25,0.0,3.2361,TonyGrove
2017-11-26,0.0,7.9006,TonyGrove
2017-11-27,7.4606,2.5841,TonyGrove
2017-11-28,0.0,-2.037,TonyGrove
2017-11-29,0.0,-3.0108,TonyGrove
2017-11-30,0.0,-2.2899,TonyGrove
2017-12-01,0.0,-1.7725,TonyGrove
2017-12-02,0.0,-0.0154,TonyGrove
2017-12-03,37.8352,-1.6269,TonyGrove
2017-12-04,0.0,-9.3861,TonyGrove
2017-12-05,0.0,-10.0827,TonyGrove
2017-12-06,0.0,-8.6293,TonyGrove
2017-12-07,0.0,-7.1692,TonyGrove
2017-12-08,0.0,-2.7801,TonyGrove
2017-12-09,0.0,-0.7207,TonyGrove
2017-12-10,0.0,-0.1341,TonyGrove
2017-12-11,0.3466,2.4065,TonyGrove
2017-12-12,0.0,3.76,TonyGrove
2017-12-13,3.5594,-1.3963,TonyGrove
2017-12-14,0.0,-4.2613,TonyGrove
2017-12-15,0.0,-2.1165,TonyGrove
2017-12-16,1.9521,-5.4243,TonyGrove
2017-12-17,0.0,-9.498,TonyGrove
2017-12-18,0.0,-4.1392,TonyGrove
2017-12-19,0.0,-1.8335,TonyGrove
2017-12-20,4.7938,-4.3261,TonyGrove
2017-12-21,0.0,-9.3327,TonyGrove
2017-12-22,1.5741,-9.3544,TonyGrove
2017-12-23,27.727,-10.6015,TonyGrove
2017-12-24,6.8804,-11.2294,TonyGrove
2017-12-25,21.5636,-4.6293,TonyGrove
2017-12-26,0.0,-5.6317,TonyGrove
2017-12-27,0.0,-2.5686,TonyGrove
2017-12-28,0.0,-1.3998,TonyGrove
2017-12-29,0.0,3.0798,TonyGrove
2017-12-30,0.0,-1.4543,TonyGrove
2017-12-31,0.0,-7.0345,TonyGrove
2018-01-01,0.0,-6.2097,TonyGrove
2018-01-02,0.0,-6.5266,TonyGrove
2018-01-03,0.0,-1.1546,TonyGrove
2018-01-04,0.0,-0.3423,TonyGrove
2018-01-05,0.0,0.8417,TonyGrove
2018-01-06,7.4457,-2.1464,TonyGrove
2018-01-07,0.0,-3.9008,TonyGrove
2018-01-08,0.4951,-1.2823,TonyGrove
2018-01-09,9.2678,0.025,TonyGrove
2018-01-10,12.8621,-5.1292,TonyGrove
2018-01-11,19.4885,-5.9479,TonyGrove
2018-01-12,0.0,-3.0659,TonyGrove
2018-01-13,0.0,-3.6099,TonyGrove
2018-01-14,0.0,-2.6529,TonyGrove
2018-01-15,0.0,-2.7633,TonyGrove
2018-01-16,0.0,-5.3212,TonyGrove
2018-01-17,0.0,-2.0075,TonyGrove
2018-01-18,0.0,0.713,TonyGrove
2018-01-19,15.4633,-2.2385,TonyGrove
2018-01-20,1.5767,-8.1736,TonyGrove
2018-01-21,0.0,-10.0473,TonyGrove
2018-01-22,1.8498,-9.7045,TonyGrove
2018-01-23,0.0,-7.0584,TonyGrove
2018-01-24,1.608,-3.5096,TonyGrove
2018-01-25,8.0247,-6.3644,TonyGrove
2018-01-26,3.3273,-7.4684,TonyGrove
2018-01-27,6.2055,-6.3663,TonyGrove
2018-01-28,0.3809,-2.074,TonyGrove
2018-01-29,0.3531,-0.3217,TonyGrove
2018-01-30,0.0,1.7143,TonyGrove
2018-01-31,0.0,-1.7023,TonyGrove
2018-02-01,0.0,-2.1163,TonyGrove
2018-02-02,5.389,0.2362,TonyGrove
2018-02-03,1.1937,0.8335,TonyGrove
2018-02-04,6.3085,0.7557,TonyGrove
2018-02-05,4.6812,-1.7556,TonyGrove
2018-02-06,0.986,-3.9149,TonyGrove
2018-02-07,0.0,-1.9708,TonyGrove
2018-02-08,0.0,1.8315,TonyGrove
2018-02-09,0.0,-0.425,TonyGrove
2018-02-10,0.0,-7.1822,TonyGrove
2018-02-11,0.0,-6.93,TonyGrove
2018-02-12,2.1112,-5.2695,TonyGrove
2018-02-13,0.0,-4.8983,TonyGrove
2018-02-14,3.7995,-4.1837,TonyGrove
2018-02-15,12.0162,-10.1171,TonyGrove
2018-02-16,0.8775,-9.1631,TonyGrove
2018-02-17,0.0,-1.6185,TonyGrove
2018-02-18,38.5596,-3.6051,TonyGrove
2018-02-19,0.7426,-12.6336,TonyGrove
2018-02-20,0.0,-15.9505,TonyGrove
2018-02-21,1.0039,-13.2958,TonyGrove
2018-02-22,4.3646,-12.7969,TonyGrove
2018-02-23,3.5293,-12.394,TonyGrove
2018-02-24,5.6273,-12.5991,TonyGrove
2018-02-25,3.2011,-9.2868,TonyGrove
2018-02-26,9.7041,-6.1017,TonyGrove
2018-02-27,2.234,-4.7364,TonyGrove
2018-02-28,0.0,-9.8449,TonyGrove
2018-03-01,2.3495,-5.6633,TonyGrove
2018-03-02,7.1997,-4.0218,TonyGrove
2018-03-03,2.1374,-2.7685,TonyGrove
2018-03-04,8.7258,-7.3462,TonyGrove
2018-03-05,0.0,-8.2077,TonyGrove
2018-03-06,0.0,-6.9892,TonyGrove
2018-03-07,0.0,-3.6572,TonyGrove
2018-03-08,0.0,-1.157,TonyGrove
2018-03-09,0.0,0.6647,TonyGrove
2018-03-10,0.0,-0.4692,TonyGrove
2018-03-11,0.0,0.3631,TonyGrove
2018-03-12,0.0,1.7593,TonyGrove
2018-03-13,0.0,2.8148,TonyGrove
2018-03-14,11.8463,2.9064,TonyGrove
2018-03-15,6.98,-1.4325,TonyGrove
2018-03-16,4.9137,-2.0278,TonyGrove
2018-03-17,6.8419,-4.9247,TonyGrove
2018-03-18,2.0363,-6.799,TonyGrove
2018-03-19,0.0,-4.6588,TonyGrove
2018-03-20,0.0,-2.7958,TonyGrove
2018-03-21,4.6089,1.9249,TonyGrove
2018-03-22,16.6845,3.2918,TonyGrove
2018-03-23,14.2025,0.8484,TonyGrove
2018-03-24,8.1499,-0.5933,TonyGrove
2018-03-25,6.1225,-4.089,TonyGrove
2018-03-26,5.4665,-4.8733,TonyGrove
2018-03-27,0.639,-4.1281,TonyGrove
2018-03-28,2.1032,0.0415,TonyGrove
2018-03-29,0.0,-0.0332,TonyGrove
2018-03-30,0.3819,2.3884,TonyGrove
2018-03-31,0.0,4.2385,TonyGrove
2018-04-01,0.0,3.4079,TonyGrove
2018-04-02,13.4255,-3.7367,TonyGrove
2018-04-03,0.0,-6.6816,TonyGrove
2018-04-04,1.7797,0.7165,TonyGrove
2018-04-05,0.7017,3.7337,TonyGrove
2018-04-06,15.5276,2.4533,TonyGrove
2018-04-07,13.789,3.2901,TonyGrove
2018-04-08,12.7897,-0.4512,TonyGrove
2018-04-09,1.8934,0.552,TonyGrove
2018-04-10,0.0101,4.6487,TonyGrove
2018-04-11,1.7609,5.453,TonyGrove
2018-04-12,22.4157,-1.9008,TonyGrove
2018-04-13,2.5946,-3.436,TonyGrove
2018-04-14,0.0,-1.0763,TonyGrove
2018-04-15,0.0,4.5981,TonyGrove
2018-04-16,1.5154,3.7227,TonyGrove
2018-04-17,5.9267,-4.3556,TonyGrove
2018-04-18,0.0,-1.379,TonyGrove
2018-04-19,0.0,5.5349,TonyGrove
